Class1(From),Class2(To),isExternalDep,isSuperClass,isImplementingInterface,hasReturn,hasParameter,hasBinding,instantiates,hasField,hasLocalVariable,hasCast,numberOfStaticMethodsCalled,StaticMethodsCalled,numberOfMethodsCalled,MethodsCalled
net.liftmodules.ext_api.facebook.AppUser,net.liftmodules.ext_api.facebook.AppUser$,0,0,0,0,0,0,0,0,1,0,0,[  ],9,[  canEqual productElement productElements hashCode productIterator name toString productPrefix productArity ]
net.liftmodules.ext_api.facebook.UserId,scala.Function1,1,0,0,0,0,1,0,0,0,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.Pic$,scala.runtime.BoxesRunTime,1,0,0,0,0,0,0,0,0,0,1,[  boxToInteger ],0,[  ]
net.liftmodules.ext_api.facebook.AboutMe$,scala.runtime.BoxesRunTime,1,0,0,0,0,0,0,0,0,0,1,[  boxToInteger ],0,[  ]
net.liftmodules.ext_api.facebook.FacebookClient$,scala.collection.immutable.List$,1,0,0,0,0,0,0,0,1,0,0,[  ],1,[  canBuildFrom ]
net.liftmodules.ext_api.facebook.FacebookClient$$anonfun$fromAuthToken$1,scala.xml.Node,1,0,0,0,0,1,0,0,0,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.Facebook$$anon$1$$anonfun$expiration$1,net.liftmodules.ext_api.facebook.Facebook$$anon$1,0,0,0,0,1,0,0,0,1,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.GetGroupMembers,scala.collection.Iterator,1,0,0,0,0,1,0,0,0,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.PhotoIds$,scala.Option,1,0,0,1,0,0,0,0,0,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.SendNotifications$,scala.None$,1,0,0,0,0,0,0,0,0,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.Facebook$,net.liftweb.common.Full,1,0,0,0,0,0,1,0,1,1,0,[  ],1,[  value ]
